,ID,Key,Name,Mascot,Conference,ELO,Record
380,414,WILB,Wilberforce,Bulldogs,n/a,100.0,0 - 0
379,413,ALBI,Albion,Britons,n/a,100.0,0 - 0
378,412,BETH,Bethesda,Lion Angels,n/a,100.0,0 - 4
363,397,GBP,Greensboro,Pride,n/a,100.0,0 - 0
17,18,HARTFD,Hartford,Hawks,n/a,100.0,0 - 0
193,194,SAVST,Savannah State,Tigers,n/a,100.0,0 - 0
227,228,STF,St. Francis Brooklyn,Terriers,n/a,100.0,0 - 0
350,352,EMPST,Emporia St.,Hornets,n/a,100.0,0 - 0
351,353,CHAM,Chaminade,Silverswords,n/a,100.0,0 - 3
352,354,HDSM,Hardin-Simmons,Cowboys,n/a,100.0,0 - 0
353,355,FRMN,Francis Marion,Patriots,n/a,100.0,0 - 0
354,356,BOWST,Bowie St.,Bulldogs,n/a,100.0,0 - 0
355,357,YORK,York College,Spartans,n/a,100.0,0 - 0
356,361,ALLEN,Allen,Yellow Jackets,n/a,100.0,0 - 0
358,391,NMH,New Mexico Highlands,Cowboys,n/a,100.0,0 - 2
360,393,NWOST,Northwestern Oklahoma State,Rangers,n/a,100.0,0 - 1
364,398,CWW,Cental Washington,Wildcats,n/a,100.0,0 - 0
377,411,WMT,Montana-Western,Bulldogs,n/a,100.0,0 - 0
